Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_For,Age,Spent,Living_With,TotalPurchases,Children,Family_Size,Is_Parent,Living_With_Descendants
Graduate,51148.0,1,1,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,0,656,48,315,Partner,16,2,4,1,Yes
Graduate,31353.0,1,1,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,0,342,44,31,Partner,6,2,4,1,Yes
Postgraduate,69661.0,0,0,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,0,207,41,834,Partner,23,0,2,0,No
Graduate,80067.0,0,0,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,0,443,67,1600,Partner,17,0,2,0,No
Graduate,86718.0,0,0,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,0,688,67,1270,Partner,17,0,2,0,No
Postgraduate,46854.0,1,1,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,1,250,48,263,Alone,15,2,3,1,Yes
Graduate,69142.0,0,1,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,0,160,69,535,Alone,19,1,2,1,Yes
Graduate,75922.0,0,0,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,0,450,53,1295,Alone,18,0,1,0,No
Graduate,63693.0,0,1,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,418,43,1150,Alone,29,1,2,1,Yes
Postgraduate,102160.0,0,0,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,1,1029,44,1240,Partner,26,0,2,0,No
Postgraduate,40637.0,1,1,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,0,507,56,38,Alone,6,2,3,1,Yes
Postgraduate,18890.0,0,0,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,1,786,37,35,Alone,4,0,1,0,No
Graduate,29604.0,1,0,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,0,481,33,53,Partner,5,1,3,1,Yes
Postgraduate,48721.0,1,1,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,572,58,293,Alone,17,2,3,1,Yes
Graduate,44794.0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,122,55,65,Partner,6,1,3,1,Yes
Graduate,64497.0,0,1,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,1,788,67,1804,Alone,29,1,2,1,Yes
Graduate,46097.0,0,1,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,615,65,241,Partner,15,1,3,1,Yes
Graduate,77972.0,0,0,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,263,67,1101,Partner,20,0,2,0,No
Postgraduate,44377.0,1,1,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,0,940,53,264,Partner,19,2,4,1,Yes
Postgraduate,46014.0,1,1,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,684,47,541,Partner,26,2,4,1,Yes
Graduate,70951.0,0,0,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0,610,36,1198,Partner,17,0,2,0,No
Graduate,41443.0,1,0,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,336,44,482,Partner,20,1,3,1,Yes
Undergraduate,52195.0,2,1,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,1,43,17,Alone,4,3,4,1,Yes
Postgraduate,83790.0,0,0,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,386,73,1615,Partner,25,0,2,0,No
Postgraduate,44551.0,0,1,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,462,67,285,Alone,12,1,2,1,Yes
Graduate,69508.0,1,0,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,752,41,1135,Partner,28,1,3,1,Yes
Undergraduate,45204.0,1,0,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,0,32,33,114,Partner,7,1,3,1,Yes
Graduate,72460.0,0,0,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,387,52,1047,Partner,16,0,2,0,No
Postgraduate,77622.0,0,2,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,236,51,714,Partner,22,2,4,1,Yes
Postgraduate,30732.0,1,0,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,584,41,185,Partner,13,1,3,1,Yes
Graduate,63887.0,0,1,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,849,59,1245,Alone,32,1,2,1,Yes
Graduate,42011.0,1,0,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,620,43,189,Partner,12,1,3,1,Yes
Graduate,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,772,45,576,Partner,16,1,3,1,Yes
Graduate,51537.0,0,1,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,815,69,1103,Alone,18,1,2,1,Yes
Postgraduate,79930.0,0,0,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,850,49,1753,Partner,17,0,2,0,No
Postgraduate,34320.0,1,0,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,293,35,17,Partner,4,1,3,1,Yes
Graduate,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,626,55,433,Alone,23,2,3,1,Yes
Undergraduate,81975.0,0,1,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,584,59,1588,Alone,14,1,2,1,Yes
Graduate,38590.0,1,0,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,570,50,22,Partner,4,1,3,1,Yes
Graduate,15033.0,0,0,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,234,70,19,Alone,5,0,1,0,No
Postgraduate,62745.0,0,1,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,623,56,1117,Partner,29,1,3,1,Yes
Undergraduate,22212.0,1,0,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,450,46,69,Partner,8,1,3,1,Yes
Postgraduate,23661.0,1,0,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,603,39,23,Partner,5,1,3,1,Yes
Postgraduate,79761.0,0,1,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,605,63,605,Alone,19,1,2,1,Yes
Graduate,7500.0,1,0,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,345,48,57,Alone,11,1,2,1,Yes
Graduate,73455.0,0,0,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,0,404,53,2088,Alone,22,0,1,0,No
Graduate,64961.0,0,1,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0,713,63,1009,Partner,16,1,3,1,Yes
Graduate,22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,493,50,26,Alone,5,1,2,1,Yes
Graduate,73687.0,0,0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,373,31,1627,Partner,22,0,2,0,No
Graduate,61074.0,0,1,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,841,63,1102,Partner,31,1,3,1,Yes
Postgraduate,31686.0,1,1,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,214,57,17,Partner,6,2,4,1,Yes
Graduate,80134.0,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,565,49,1690,Partner,16,1,3,1,Yes
Graduate,75027.0,0,1,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,461,68,1390,Partner,21,1,3,1,Yes
Postgraduate,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,827,33,2126,Partner,20,0,2,0,No
Postgraduate,65176.0,0,1,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,768,52,1531,Partner,25,1,3,1,Yes
Postgraduate,31160.0,1,0,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,446,46,64,Alone,7,1,2,1,Yes
Graduate,29938.0,1,0,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,405,36,26,Alone,6,1,2,1,Yes
Graduate,102692.0,0,0,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1,581,47,1112,Alone,29,0,1,0,No
Undergraduate,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,805,63,210,Partner,11,0,2,0,No
Graduate,75702.0,1,1,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,829,54,1148,Partner,26,2,4,1,Yes
Postgraduate,30899.0,1,0,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,784,47,33,Alone,6,1,2,1,Yes
Postgraduate,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,781,60,1101,Partner,19,1,3,1,Yes
Graduate,45989.0,0,1,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,775,57,322,Alone,16,1,2,1,Yes
Graduate,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,609,57,44,Alone,10,2,3,1,Yes
Postgraduate,40737.0,2,1,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,481,64,17,Alone,4,3,4,1,Yes
Graduate,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,787,42,31,Alone,6,1,2,1,Yes
Postgraduate,69674.0,0,2,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,563,53,845,Alone,25,2,3,1,Yes
Postgraduate,44159.0,1,0,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,172,51,275,Partner,15,1,3,1,Yes
Postgraduate,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,743,43,25,Partner,4,1,3,1,Yes
Postgraduate,43776.0,1,1,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,644,69,275,Partner,17,2,4,1,Yes
Postgraduate,38179.0,1,1,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,632,55,90,Partner,11,2,4,1,Yes
Graduate,80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,163,58,1495,Partner,19,0,2,0,No
Postgraduate,38097.0,1,1,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,782,51,184,Partner,11,2,4,1,Yes
Graduate,72940.0,0,0,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,535,51,981,Partner,13,0,2,0,No
Graduate,22070.0,1,0,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,605,51,67,Partner,8,1,3,1,Yes
Graduate,69267.0,0,0,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,805,68,1635,Alone,14,0,1,0,No
Postgraduate,31788.0,1,0,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,261,38,60,Alone,10,1,2,1,Yes
Postgraduate,61905.0,0,1,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,248,46,231,Partner,12,1,3,1,Yes
Graduate,29315.0,1,1,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,185,61,48,Partner,10,2,4,1,Yes
Graduate,33378.0,1,1,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,552,58,99,Alone,9,2,3,1,Yes
Postgraduate,66313.0,0,1,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,446,58,770,Partner,23,1,3,1,Yes
Graduate,60714.0,0,0,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,688,65,957,Alone,23,0,1,0,No
Postgraduate,77882.0,0,0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,220,40,818,Partner,12,0,2,0,No
Postgraduate,69867.0,0,0,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,670,35,925,Alone,17,0,1,0,No
Postgraduate,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,594,53,908,Alone,22,1,2,1,Yes
Undergraduate,24480.0,1,0,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,399,40,102,Partner,10,1,3,1,Yes
Graduate,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,772,45,576,Partner,16,1,3,1,Yes
Graduate,37760.0,0,0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,827,75,317,Partner,13,0,2,0,No
Postgraduate,65640.0,0,1,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,337,47,461,Partner,15,1,3,1,Yes
Postgraduate,44319.0,1,1,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,233,46,37,Partner,7,2,4,1,Yes
Graduate,30631.0,1,0,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,364,47,70,Partner,7,1,3,1,Yes
Graduate,75278.0,0,0,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,676,69,930,Partner,23,0,2,0,No
Postgraduate,50898.0,1,1,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,492,65,859,Partner,33,2,4,1,Yes
Graduate,79946.0,0,0,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,1,55,1478,Alone,22,0,1,0,No
Postgraduate,35416.0,0,0,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,541,72,390,Alone,16,0,1,0,No
Undergraduate,32414.0,0,0,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,608,37,52,Partner,5,0,2,0,No
Graduate,38361.0,1,0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,344,52,137,Partner,10,1,3,1,Yes
Graduate,82497.0,0,0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,766,41,1919,Partner,19,0,2,0,No
Graduate,16626.0,2,0,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,325,50,68,Partner,9,2,4,1,Yes
Graduate,29672.0,1,1,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,368,56,25,Partner,4,2,4,1,Yes
Postgraduate,55951.0,0,1,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,835,69,1374,Partner,23,1,3,1,Yes
Undergraduate,35388.0,1,0,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,521,33,32,Alone,5,1,2,1,Yes
Postgraduate,42386.0,1,0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,692,35,100,Partner,7,1,3,1,Yes
Graduate,68627.0,0,0,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,370,39,825,Alone,12,0,1,0,No
Postgraduate,57912.0,0,1,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,264,56,916,Alone,28,1,2,1,Yes
Graduate,35246.0,1,1,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,234,63,62,Alone,11,2,3,1,Yes
Undergraduate,58821.0,0,1,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,361,65,728,Partner,21,1,3,1,Yes
Postgraduate,46377.0,1,0,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,337,43,90,Partner,7,1,3,1,Yes
Graduate,39747.0,1,0,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0,237,33,273,Alone,13,1,2,1,Yes
Graduate,23976.0,1,0,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,344,37,66,Partner,10,1,3,1,Yes
Postgraduate,80950.0,0,0,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,0,618,60,1213,Partner,23,0,2,0,No
Graduate,27038.0,0,0,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,1,809,55,107,Alone,7,0,1,0,No
Graduate,77457.0,0,0,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,217,74,1157,Alone,18,0,1,0,No
Postgraduate,64100.0,0,1,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,0,423,57,546,Partner,18,1,3,1,Yes
Postgraduate,42670.0,0,0,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,588,29,241,Partner,11,0,2,0,No
Graduate,12571.0,1,0,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,322,45,53,Alone,11,1,2,1,Yes
Graduate,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,404,54,37,Partner,7,3,5,1,Yes
Postgraduate,70893.0,0,0,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,552,45,1508,Alone,23,0,1,0,No
Graduate,54198.0,1,1,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,354,55,235,Partner,16,2,4,1,Yes
Postgraduate,28839.0,1,1,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,33,65,32,Partner,7,2,4,1,Yes
Graduate,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,495,49,102,Partner,8,2,4,1,Yes
Graduate,66503.0,1,0,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,844,36,401,Alone,15,1,2,1,Yes
Graduate,30833.0,1,1,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,508,70,28,Partner,6,2,4,1,Yes
Graduate,64795.0,0,1,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,688,50,680,Partner,21,1,3,1,Yes
Graduate,34421.0,1,0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,698,47,30,Partner,4,1,3,1,Yes
Postgraduate,47025.0,1,1,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,95,56,20,Alone,4,2,3,1,Yes
Postgraduate,64325.0,0,1,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0,522,60,1307,Alone,23,1,2,1,Yes
Graduate,40464.0,0,1,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,400,68,630,Alone,24,1,2,1,Yes
Graduate,62187.0,0,0,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,578,64,1283,Partner,18,0,2,0,No
Postgraduate,14849.0,1,0,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,667,45,65,Alone,9,1,2,1,Yes
Graduate,27255.0,1,0,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,513,37,37,Partner,5,1,3,1,Yes
Postgraduate,54432.0,2,1,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,457,71,38,Partner,5,3,5,1,Yes
Postgraduate,29999.0,1,0,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,661,35,160,Alone,12,1,2,1,Yes
Graduate,24072.0,1,0,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,599,38,23,Alone,4,1,2,1,Yes
Postgraduate,33996.0,0,0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,392,32,71,Alone,6,0,1,0,No
Postgraduate,66334.0,0,1,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,1,642,65,1161,Partner,19,1,3,1,Yes
Postgraduate,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,431,50,59,Partner,5,1,3,1,Yes
Graduate,22010.0,1,0,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,524,38,33,Partner,7,1,3,1,Yes
Graduate,62204.0,0,2,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0,727,61,946,Alone,22,2,3,1,Yes
Graduate,75693.0,0,0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1,907,53,1442,Alone,22,0,1,0,No
Graduate,30675.0,1,0,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,725,49,62,Partner,5,1,3,1,Yes
Graduate,83003.0,0,0,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,1,643,56,1674,Partner,22,0,2,0,No
Graduate,68655.0,0,0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,789,33,1538,Alone,21,0,1,0,No
Graduate,41411.0,0,0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,512,35,139,Alone,8,0,1,0,No
Postgraduate,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,743,52,1182,Partner,20,1,3,1,Yes
Postgraduate,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,541,71,507,Partner,18,1,3,1,Yes
Undergraduate,27190.0,1,0,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,1,478,48,18,Partner,4,1,3,1,Yes
Graduate,82623.0,0,0,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,421,69,940,Alone,16,0,1,0,No
Graduate,44300.0,1,1,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,531,56,42,Partner,6,2,4,1,Yes
Graduate,84835.0,0,0,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,1,173,51,1190,Alone,15,0,1,0,No
Graduate,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,711,50,44,Alone,8,2,3,1,Yes
Postgraduate,33181.0,1,0,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,0,280,45,16,Partner,4,1,3,1,Yes
Graduate,71113.0,0,1,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,0,354,64,835,Partner,26,1,3,1,Yes
Graduate,71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,431,35,1443,Partner,22,1,3,1,Yes
Postgraduate,69759.0,0,0,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,1,404,55,1029,Alone,18,0,1,0,No
Graduate,72099.0,0,0,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,770,47,1188,Partner,18,0,2,0,No
Postgraduate,60000.0,0,1,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,714,45,1277,Alone,24,1,2,1,Yes
Graduate,38643.0,1,1,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,0,372,43,49,Alone,7,2,3,1,Yes
Graduate,50737.0,0,1,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,396,66,99,Partner,7,1,3,1,Yes
Postgraduate,68462.0,0,0,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,724,52,1670,Partner,15,0,2,0,No
Postgraduate,65073.0,0,0,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,0,473,78,900,Partner,14,0,2,0,No
Postgraduate,46681.0,0,2,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,483,73,425,Partner,16,2,4,1,Yes
Graduate,78618.0,0,0,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,0,799,64,2153,Partner,22,0,2,0,No
Postgraduate,62187.0,0,1,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0,259,52,636,Alone,21,1,2,1,Yes
Graduate,28442.0,2,0,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,285,43,57,Partner,10,2,4,1,Yes
Postgraduate,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,743,43,25,Partner,4,1,3,1,Yes
Graduate,51479.0,1,1,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,708,54,494,Partner,22,2,4,1,Yes
Graduate,54803.0,0,1,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0,837,52,693,Alone,19,1,2,1,Yes
Graduate,79530.0,0,0,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0,568,61,1348,Partner,26,0,2,0,No
Graduate,31615.0,1,0,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,630,45,51,Alone,7,1,2,1,Yes
Graduate,72025.0,0,0,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,749,59,1932,Partner,16,0,2,0,No
Postgraduate,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,1059,46,990,Alone,16,1,2,1,Yes
Undergraduate,35684.0,1,0,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0,228,37,30,Partner,5,1,3,1,Yes
Graduate,48178.0,1,1,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0,769,46,254,Partner,16,2,4,1,Yes
Postgraduate,29548.0,1,0,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,464,51,29,Alone,5,1,2,1,Yes
Graduate,63810.0,0,1,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,755,55,1371,Alone,23,1,2,1,Yes
Postgraduate,38578.0,1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,1,532,49,73,Alone,9,2,3,1,Yes
Postgraduate,46098.0,1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,840,46,120,Alone,11,2,3,1,Yes
Graduate,22585.0,0,0,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,1,628,51,81,Alone,5,0,1,0,No
Graduate,30279.0,1,0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,706,32,37,Alone,5,1,2,1,Yes
Postgraduate,66426.0,0,1,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,664,60,1377,Partner,20,1,3,1,Yes
Graduate,30822.0,1,0,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,0,540,52,51,Alone,5,1,2,1,Yes
Postgraduate,33581.0,2,0,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,492,52,17,Partner,4,2,4,1,Yes
Graduate,19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,387,36,22,Partner,4,1,3,1,Yes
